CNUM;SurName;Name;MiddleName;BirthDay;City
ABAX1E;ГОРШКОВА;Милослава;Фёдоровна;09.02.1995;Москва
ABAVJT;ГОРШКОВА;Раиса;Мэлоровна;03.02.1995;Москва
ABAULW;ГОРШКОВА;Рузана;Онисимовна;12.09.1993;Москва
ABAUFF;ГОРШКОВА;Эмма;Трофимовна;27.11.1995;Москва
ABAVPK;ГРИГОРЬЕВА;Алевтина;Герасимовна;28.05.1995;Москва
ABAX7K;ГРИГОРЬЕВА;Анастасия;Андроновна;07.08.1995;Москва
ABAWM8;ГРИГОРЬЕВА;Ангелина;Рюриковна;19.06.1994;Москва
ABAU8A;ГРИГОРЬЕВА;Астра;Касьяновна;23.07.1995;Москва
ABAWJ2;ГРИГОРЬЕВА;Белла;Гекторовна;18.04.1994;Москва
ABAVY3;ГРИГОРЬЕВА;Дайна;Эдуардовна;11.09.1995;Москва
ABAVBY;ГРИГОРЬЕВА;Ия;Исидоровна;25.11.1994;Москва
ABAU2W;ГРИГОРЬЕВА;Клара;Олеговна;01.05.1995;Москва
ABAX5M;ГРИГОРЬЕВА;Кристина;Рустэмовна;14.07.1995;Москва
ABAVAA;ГРИГОРЬЕВА;Рема;Прохоровна;08.11.1994;Москва
ABAWYH;ГРИГОРЬЕВА;Руслана;Густавовна;26.10.1994;Москва
ABAUJL;ГРИГОРЬЕВА;Эмма;Лукьяновна;26.08.1993;Москва
ABAUM0;ГРИШИНА;Георгина;Гаральдовна;08.09.1993;Москва
ABAW5U;ГРИШИНА;Джозефина;Афиногеновна;28.10.1993;Москва
ABAW57;ГРИШИНА;Илзе;Агафоновна;13.10.1995;Москва
ABAW2T;ГРОМОВА;Аурелия;Руслановна;04.09.1993;Москва
ABAX8K;ГРОМОВА;Гера;Геральдовна;13.10.1995;Москва
ABAVVY;ГРОМОВА;Гера;Мстиславовна;23.07.1995;Москва
ABAV1L;ГРОМОВА;Дионисия;Андриановна;11.05.1994;Москва
ABAWVS;ГРОМОВА;Лейла;Якововна;12.11.1994;Москва
ABAUWY;ГРОМОВА;Оксана;Гертовна;03.04.1994;Москва
ABAUSF;ГРОМОВА;Римма;Святославовна;11.11.1993;Москва
ABAWD5;ГРОМОВА;Эльвира;Горимировна;28.12.1993;Москва
ABAU1G;ГУЛЯЕВА;Диодора;Глебовна;03.05.1995;Москва
ABAWLG;ГУЛЯЕВА;Клариса;Ридовна;08.04.1994;Москва
ABAVA9;ГУЛЯЕВА;Лайма;Галактионовна;25.09.1994;Москва
ABAUC6;ГУЛЯЕВА;Тала;Гелеоновна;03.10.1995;Москва
ABAURB;ГУЛЯЕВА;Элеонора;Варламовна;01.12.1993;Москва
ABAVSH;ГУЛЯЕВА;Юзефа;Рафаиловна;27.06.1995;Москва
ABAVH8;ГУЛЯЕВА;Юна;Альвиановна;21.02.1995;Москва
ABAU4L;ГУРЬЕВА;Милана;Гораздовна;21.05.1995;Москва
ABAUML;ГУРЬЕВА;Рената;Радиславовна;09.09.1993;Москва
ABAUPZ;ГУРЬЕВА;Руслана;Антоновна;29.11.1993;Москва
ABAX05;ГУРЬЕВА;Ульяна;Глебовна;08.01.1995;Москва
ABAU99;ГУРЬЕВА;Устина;Демьяновна;05.08.1995;Москва
ABAV2Z;ГУРЬЕВА;Фаина;Алановна;10.06.1994;Москва
ABAX2A;ГУРЬЕВА;Эмма;Гаврииловна;29.03.1995;Москва
ABAVCA;ГУРЬЕВА;Ярослава;Кондратовна;19.09.1994;Москва
ABAX21;ГУСЕВА;Алана;Викторовна;17.03.1995;Москва
ABAUBJ;ГУСЕВА;Альбина;Арнольдовна;20.09.1995;Москва
ABAWE8;ГУСЕВА;Ева;Разумниковна;21.12.1993;Москва
ABAU5P;ГУСЕВА;Зинаида;Артуровна;05.06.1995;Москва
ABAUYZ;ГУСЕВА;Камилла;Радимовна;05.04.1994;Москва
ABAU1M;ГУСЕВА;Марианна;Адонисовна;18.04.1995;Москва
ABAV1H;ГУСЕВА;Неонила;Роландовна;29.04.1994;Москва
ABAX8Q;ГУСЕВА;Полина;Андриановна;04.10.1995;Москва
ABAUKD;ГУЩИНА;Биргит;Тихоновна;28.12.1995;Москва
ABAX4K;ГУЩИНА;Мальвина;Трифоновна;05.06.1995;Москва
ABAX3A;ГУЩИНА;Ольга;Родионовна;12.06.1995;Москва
ABAU8Z;ГУЩИНА;Руслана;Куприяновна;20.07.1995;Москва
ABAWKK;ДАВЫДОВА;Алиса;Алевтиновна;19.04.1994;Москва
ABAVW7;ДАВЫДОВА;Анисья;Антоновна;08.10.1995;Москва
ABAVRX;ДАВЫДОВА;Виталина;Константиновна;06.05.1995;Москва
ABAWWZ;ДАВЫДОВА;Карина;Семёновна;29.11.1994;Москва
ABAW5Z;ДАВЫДОВА;Каролина;Михаиловна;03.12.1993;Москва
ABAUPU;ДАВЫДОВА;Лиана;Гарольдовна;08.11.1993;Москва
ABAX6N;ДАВЫДОВА;Регина;Ричардовна;22.07.1995;Москва
ABAWF1;ДАНИЛОВА;Арина;Пётровна;23.03.1994;Москва
ABAUWA;ДАНИЛОВА;Инесса;Рюриковна;29.03.1994;Москва
ABAX1F;ДАНИЛОВА;Клара;Акимовна;13.03.1995;Москва
ABAX3H;ДАНИЛОВА;Мариетта;Павеловна;13.04.1995;Москва
ABAU79;ДАНИЛОВА;Оксана;Аполлоновна;10.07.1995;Москва
ABAWUA;ДАНИЛОВА;Тереза;Ренальдовна;07.10.1994;Москва
ABAUXV;ДЕМЕНТЬЕВА;Алана;Горимировна;18.02.1994;Москва
ABAV48;ДЕМЕНТЬЕВА;Амалия;Ринатовна;15.06.1994;Москва
ABAW7U;ДЕМЕНТЬЕВА;Виталина;Альвиановна;18.11.1993;Москва
ABAWDD;ДЕМЕНТЬЕВА;Георгина;Митрофановна;17.01.1994;Москва
ABAU6H;ДЕМЕНТЬЕВА;Дарья;Германовна;15.06.1995;Москва
ABAWYV;ДЕМЕНТЬЕВА;Иоанна;Руслановна;30.10.1994;Москва
ABAW0G;ДЕМЕНТЬЕВА;Лола;Ладимировна;14.12.1995;Москва
ABAWG8;ДЕМЕНТЬЕВА;Луиза;Гайдаровна;07.01.1994;Москва
ABAUXX;ДЕМЕНТЬЕВА;Милана;Алановна;23.03.1994;Москва
ABAWU9;ДЕМЕНТЬЕВА;Моника;Арвидовна;03.10.1994;Москва
ABAVDJ;ДЕМЕНТЬЕВА;Нателла;Михаиловна;26.11.1994;Москва
ABAUH5;ДЕМЕНТЬЕВА;Северина;Тихоновна;26.11.1995;Москва
ABAX0B;ДЕМЕНТЬЕВА;Софья;Богдановна;04.01.1995;Москва
ABAUU5;ДЕМЕНТЬЕВА;Янина;Аристионовна;21.01.1994;Москва
ABAU5Z;ДЕНИСОВА;Агнесса;Лавровна;17.06.1995;Москва
ABAW0F;ДЕНИСОВА;Динара;Кимовна;06.12.1995;Москва
ABAV7B;ДЕНИСОВА;Ия;Артуровна;06.08.1994;Москва
ABAX33;ДЕНИСОВА;Мариетта;Вадимовна;03.06.1995;Москва
ABAWCD;ДЕНИСОВА;Наида;Арсеновна;09.02.1994;Москва
ABAUGU;ДЕНИСОВА;Рада;Ринатовна;29.11.1995;Москва
ABAWLP;ДЕНИСОВА;Эллада;Аристионовна;18.05.1994;Москва
ABAWRG;ДЕНИСОВА;Эльга;Ахматовна;01.08.1994;Москва
ABAU4G;ДМИТРИЕВА;Агата;Евграфовна;24.05.1995;Москва
ABAVW2;ДМИТРИЕВА;Екатерина;Робинзоновна;25.08.1995;Москва
ABAWZN;ДМИТРИЕВА;Нора;Богдановна;02.02.1995;Москва
ABAWWH;ДМИТРИЕВА;Тереза;Якуновна;09.11.1994;Москва
ABAUE7;ДОРОНИНА;Гертруда;Трофимовна;15.09.1995;Москва
ABATY8;ДОРОНИНА;Дана;Адамовна;20.02.1995;Москва
ABAVZX;ДОРОФЕЕВА;Антонина;Атеистовна;18.10.1995;Москва
ABAWT3;ДОРОФЕЕВА;Вера;Рандольфовна;03.08.1994;Москва
ABAWF5;ДОРОФЕЕВА;Виталина;Артамоновна;03.03.1994;Москва
ABAV0Y;ДОРОФЕЕВА;Зара;Владленовна;28.02.1994;Москва
ABAWNW;ДОРОФЕЕВА;Лайма;Михаиловна;28.06.1994;Москва
ABAX85;ДОРОФЕЕВА;Мадина;Олеговна;12.08.1995;Москва
ABAVU4;ДОРОФЕЕВА;Милица;Лукьяновна;18.07.1995;Москва
ABAUFD;ДОРОФЕЕВА;Регина;Венедиктовна;19.11.1995;Москва
ABAWNC;ДОРОФЕЕВА;Регина;Радомировна;12.06.1994;Москва
ABAW9G;ДОРОФЕЕВА;Рузана;Алевтиновна;05.12.1993;Москва
ABAWUM;ДОРОФЕЕВА;Эмма;Гамлетовна;23.09.1994;Москва
ABAUL7;ДРОЗДОВА;Гелена;Трифоновна;18.09.1993;Москва
ABAUA5;ДРОЗДОВА;Джульетта;Романовна;10.08.1995;Москва
ABAWB0;ДРОЗДОВА;Инара;Разумниковна;28.11.1993;Москва
ABAVYL;ДРОЗДОВА;Лайма;Михаиловна;23.09.1995;Москва
ABAX58;ДРОЗДОВА;Роза;Владиславовна;05.08.1995;Москва
ABAX6A;ДРОЗДОВА;Татьяна;Созоновна;14.08.1995;Москва
ABAVN8;ДРОЗДОВА;Янка;Ренатовна;12.06.1995;Москва
ABAX0D;ДЬЯЧКОВА;Ада;Борисовна;06.01.1995;Москва
ABATZZ;ДЬЯЧКОВА;Алина;Радиславовна;11.03.1995;Москва
ABAW65;ДЬЯЧКОВА;Амалия;Рудольфовна;07.12.1993;Москва
ABAUKS;ДЬЯЧКОВА;Гера;Ренальдовна;24.08.1993;Москва
ABAV9Y;ДЬЯЧКОВА;Каролина;Олеговна;23.10.1994;Москва
ABAWGJ;ДЬЯЧКОВА;Лада;Аргентовна;20.02.1994;Москва
ABAV59;ДЬЯЧКОВА;Лада;Рафаиловна;17.07.1994;Москва
ABAUYG;ДЬЯЧКОВА;Линда;Иулиановна;07.03.1994;Москва
ABAV5K;ДЬЯЧКОВА;Муза;Альбертовна;29.07.1994;Москва
ABAX2T;ДЬЯЧКОВА;Северина;Гайдаровна;29.05.1995;Москва
ABAVAZ;ДЬЯЧКОВА;Сильва;Рональдовна;04.10.1994;Москва
ABAWVT;ДЬЯЧКОВА;Сильва;Рустемовна;04.11.1994;Москва
ABAVMW;ДЬЯЧКОВА;Ярослава;Гаспаровна;07.05.1995;Москва
ABAW8M;ЕВДОКИМОВА;Алана;Владленовна;18.10.1993;Москва
ABAVCV;ЕВДОКИМОВА;Ангелина;Рихардовна;09.10.1994;Москва
ABAWN7;ЕВДОКИМОВА;Берта;Ролановна;07.05.1994;Москва
ABAVLK;ЕВДОКИМОВА;Владислава;Ромуальдовна;21.03.1995;Москва
ABAU04;ЕВДОКИМОВА;Джемма;Касьяновна;25.03.1995;Москва
ABAVVM;ЕВДОКИМОВА;Дина;Гамлетовна;13.09.1995;Москва
ABAUSA;ЕВДОКИМОВА;Домина;Арсеновна;24.11.1993;Москва
ABAWCG;ЕВДОКИМОВА;Доминика;Глебовна;17.03.1994;Москва
ABAUY8;ЕВДОКИМОВА;Нонна;Афиногеновна;27.02.1994;Москва
ABAUCM;ЕВСЕЕВА;Евдокия;Владимировна;19.10.1995;Москва
ABAWXV;ЕВСЕЕВА;Иветта;Иулиановна;18.11.1994;Москва
ABAX2D;ЕВСЕЕВА;Камилла;Павеловна;11.04.1995;Москва
ABAV0B;ЕВСЕЕВА;Лидия;Альбиновна;12.03.1994;Москва
ABAWL8;ЕВСЕЕВА;Мануэла;Пётровна;04.04.1994;Москва
ABAUPH;ЕВСЕЕВА;Симона;Денисовна;26.10.1993;Москва
ABAUSB;ЕВСЕЕВА;Томила;Всеволодовна;16.11.1993;Москва
ABAX7E;ЕВСЕЕВА;Урсула;Артуровна;18.10.1995;Москва
ABAVW5;ЕГОРОВА;Лада;Рюриковна;04.10.1995;Москва
ABAVWS;ЕГОРОВА;Луиза;Леонидовна;09.08.1995;Москва
ABAWC8;ЕГОРОВА;Милана;Якуновна;09.03.1994;Москва
ABAU89;ЕГОРОВА;Ребекка;Альбиновна;27.07.1995;Москва
ABAWT5;ЕГОРОВА;Римма;Разумниковна;08.09.1994;Москва
ABAVTZ;ЕГОРОВА;Тереза;Якуновна;27.08.1995;Москва
ABAW23;ЕГОРОВА;Фая;Макаровна;07.12.1995;Москва
ABAWVU;ЕГОРОВА;Элина;Арнольдовна;20.11.1994;Москва
ABAUG3;ЕГОРОВА;Юзефа;Валерьяновна;20.11.1995;Москва
ABAU19;ЕЛИСЕЕВА;Альберта;Аполлоновна;29.04.1995;Москва
ABAVXF;ЕЛИСЕЕВА;Джулия;Борисовна;20.07.1995;Москва
ABAX1B;ЕЛИСЕЕВА;Ева;Аргентовна;05.03.1995;Москва
ABAVNB;ЕЛИСЕЕВА;Клавдия;Демьяновна;16.06.1995;Москва
ABAX3T;ЕЛИСЕЕВА;Сабина;Валентиновна;19.05.1995;Москва
ABAX4E;ЕЛИСЕЕВА;Серафима;Гарольдовна;20.06.1995;Москва
ABAWD6;ЕЛИСЕЕВА;Эльмира;Тихоновна;05.01.1994;Москва
ABAVGL;ЕЛИСЕЕВА;Эрика;Федотовна;24.01.1995;Москва
ABAWUG;ЕЛИСЕЕВА;Янита;Рустамовна;30.09.1994;Москва
ABAX4H;ЕМЕЛЬЯНОВА;Жанна;Рустемовна;10.07.1995;Москва
ABAUT9;ЕМЕЛЬЯНОВА;Инна;Пётровна;16.01.1994;Москва
ABAWJU;ЕМЕЛЬЯНОВА;Рената;Аскольдовна;11.04.1994;Москва
ABAV5Y;ЕМЕЛЬЯНОВА;Русана;Галактионовна;26.07.1994;Москва
ABAU1U;ЕМЕЛЬЯНОВА;Татьяна;Афиногеновна;10.04.1995;Москва
ABAW39;ЕРМАКОВА;Агнесса;Алановна;05.11.1995;Москва
ABAWZH;ЕРМАКОВА;Ванда;Рихардовна;29.01.1995;Москва
ABAVEU;ЕРМАКОВА;Гаянэ;Якововна;08.09.1994;Москва
ABAVCD;ЕРМАКОВА;Груша;Авенировна;23.09.1994;Москва
ABAVDF;ЕРМАКОВА;Диана;Евграфовна;04.12.1994;Москва
ABAUU2;ЕРМАКОВА;Иоанна;Арленовна;09.01.1994;Москва
ABAUR4;ЕРМАКОВА;Оксана;Юлиановна;20.12.1993;Москва
ABAX87;ЕРМАКОВА;Регина;Арленовна;08.08.1995;Москва
ABAUWX;ЕРМАКОВА;Христина;Константиновна;22.03.1994;Москва
ABAULP;ЕРШОВА;Ванда;Антуановна;04.10.1993;Москва
ABAW69;ЕРШОВА;Рада;Арвидовна;21.11.1993;Москва
ABAWGA;ЕРШОВА;Ревекка;Рустэмовна;17.12.1993;Москва
ABAWB1;ЕФИМОВА;Алеся;Анваровна;12.11.1993;Москва
ABAX5W;ЕФИМОВА;Джемма;Геронтовна;27.06.1995;Москва
ABAVGZ;ЕФИМОВА;Диодора;Аполлоновна;04.01.1995;Москва
ABAX7U;ЕФИМОВА;Дионисия;Левовна;13.09.1995;Москва
ABAVNR;ЕФИМОВА;Елизавета;Прохоровна;08.05.1995;Москва
ABAWCC;ЕФИМОВА;Ирма;Роальдовна;05.03.1994;Москва
ABAVBD;ЕФИМОВА;Лариса;Разумниковна;12.10.1994;Москва
ABAW8P;ЕФИМОВА;Нина;Фёдоровна;02.10.1993;Москва
ABAVXR;ЕФИМОВА;Снежана;Геральдовна;05.10.1995;Москва
ABAVA4;ЕФИМОВА;Сусанна;Викторовна;17.09.1994;Москва
ABAX0R;ЕФИМОВА;Элина;Адамовна;23.01.1995;Москва
ABAU7W;ЕФРЕМОВА;Амина;Ладимировна;11.08.1995;Москва
ABAUMP;ЕФРЕМОВА;Анна;Якуновна;06.10.1993;Москва
ABAX0S;ЕФРЕМОВА;Виктория;Арамовна;28.02.1995;Москва
ABAVXD;ЕФРЕМОВА;Георгина;Исидоровна;02.09.1995;Москва
ABAX4F;ЕФРЕМОВА;Груша;Рафаиловна;29.04.1995;Москва
ABAX2R;ЕФРЕМОВА;Дина;Альфредовна;07.06.1995;Москва
ABAWPT;ЕФРЕМОВА;Леонида;Иулиановна;27.07.1994;Москва
ABAVMS;ЕФРЕМОВА;Лолита;Ахматовна;21.04.1995;Москва
ABAURR;ЕФРЕМОВА;Марина;Христофоровна;05.12.1993;Москва
ABAWW4;ЕФРЕМОВА;Таисия;Аполлоновна;18.12.1994;Москва
ABAUCV;ЕФРЕМОВА;Эсмеральда;Лукьяновна;27.10.1995;Москва
ABAVMR;ЖДАНОВА;Анфиса;Рашидовна;17.04.1995;Москва
ABAU98;ЖДАНОВА;Берта;Якуновна;09.08.1995;Москва
ABAVHY;ЖДАНОВА;Василиса;Адамовна;21.01.1995;Москва
ABAWYY;ЖДАНОВА;Иветта;Рудольфовна;23.11.1994;Москва
ABAU7Z;ЖДАНОВА;Казимира;Радамесовна;07.08.1995;Москва
ABAVLV;ЖДАНОВА;Лариса;Альбиновна;11.03.1995;Москва
ABAU55;ЖДАНОВА;Любовь;Леоновна;20.06.1995;Москва
ABAW7X;ЖДАНОВА;Симона;Роальдовна;10.11.1993;Москва
ABAUT1;ЖДАНОВА;Яна;Рональдовна;14.12.1993;Москва
ABAVEK;ЖУКОВА;Агата;Варламовна;23.11.1994;Москва
ABAX1U;ЖУКОВА;Алевтина;Геронтовна;10.06.1995;Москва
ABAUYW;ЖУКОВА;Альбина;Созоновна;24.03.1994;Москва
ABAX5N;ЖУКОВА;Анисья;Антуановна;29.07.1995;Москва
ABAWGG;ЖУКОВА;Ванда;Арленовна;28.02.1994;Москва
ABAWBQ;ЖУКОВА;Дарья;Руслановна;23.12.1993;Москва
ABAWZE;ЖУКОВА;Розалия;Анисимовна;21.01.1995;Москва
ABAVP7;ЖУКОВА;Сима;Альфредовна;18.04.1995;Москва
ABAWNH;ЖУКОВА;Стелла;Радамесовна;08.06.1994;Москва
ABAWLQ;ЖУРАВЛЁВА;Гелла;Ладиславовна;11.06.1994;Москва
ABAVZT;ЖУРАВЛЁВА;Раиса;Куприяновна;02.09.1993;Москва
ABAVXQ;ЖУРАВЛЁВА;Роксана;Рональдовна;13.07.1995;Москва
ABAW2F;ЖУРАВЛЁВА;Таисия;Аксёновна;17.11.1995;Москва
ABAVTR;ЖУРАВЛЁВА;Ядвига;Глебовна;23.08.1995;Москва
ABAVQ5;ЗАЙЦЕВА;Анастасия;Арамовна;07.04.1995;Москва
ABAW3Z;ЗАЙЦЕВА;Вета;Тихоновна;26.11.1995;Москва
ABAX7D;ЗАЙЦЕВА;Клариса;Ренальдовна;15.08.1995;Москва
ABAU7L;ЗАЙЦЕВА;Лидия;Владимировна;22.07.1995;Москва
ABAV60;ЗАЙЦЕВА;Марианна;Алевтиновна;31.05.1994;Москва
ABAVDX;ЗАЙЦЕВА;Нила;Ридовна;24.09.1994;Москва
ABAX3K;ЗАЙЦЕВА;Ревекка;Руслановна;21.04.1995;Москва
ABAV5T;ЗАЙЦЕВА;Снежана;Антониновна;02.07.1994;Москва
ABAV3Z;ЗАЙЦЕВА;Эдда;Анисовна;24.07.1994;Москва
ABAVE3;ЗАЙЦЕВА;Эдита;Рафаиловна;18.10.1994;Москва
ABAX6L;ЗАХАРОВА;Ариадна;Ренальдовна;30.07.1995;Москва
ABAVFY;ЗАХАРОВА;Дина;Ромуальдовна;30.12.1994;Москва
ABAWCA;ЗАХАРОВА;Зоя;Рунаровна;01.03.1994;Москва
ABAWWC;ЗАХАРОВА;Любовь;Куприяновна;24.10.1994;Москва
ABAUZJ;ЗАХАРОВА;Мирослава;Глебовна;01.04.1994;Москва
ABAUMA;ЗАХАРОВА;Моника;Куприяновна;05.10.1993;Москва
ABAVKE;ЗАХАРОВА;Наида;Раймондовна;01.03.1995;Москва
ABAUT6;ЗАХАРОВА;Ольга;Борисовна;08.01.1994;Москва
ABAWVP;ЗАХАРОВА;Сабина;Радамесовна;08.11.1994;Москва
ABAV03;ЗАХАРОВА;Сильва;Спиридоновна;08.05.1994;Москва
ABAUZH;ЗИМИНА;Ася;Евграфовна;21.04.1994;Москва
ABAWQ2;ЗИМИНА;Владислава;Адонисовна;28.08.1994;Москва
ABAVJL;ЗИМИНА;Домина;Арленовна;07.02.1995;Москва
ABAWVK;ЗИМИНА;Иоанна;Адамовна;23.10.1994;Москва
ABAV6R;ЗИМИНА;Карина;Гаврииловна;05.08.1994;Москва
ABAW2Z;ЗИМИНА;Нина;Ефимовна;24.10.1995;Москва
ABAV7R;ЗИМИНА;Роксана;Денисовна;22.08.1994;Москва
ABAWWQ;ЗИНОВЬЕВА;Агния;Разумниковна;17.11.1994;Москва
ABAVEV;ЗИНОВЬЕВА;Георгина;Гориславовна;01.12.1994;Москва
ABAWVZ;ЗИНОВЬЕВА;Данута;Гертрудовна;06.12.1994;Москва
ABAX4B;ЗИНОВЬЕВА;Дарья;Ричардовна;17.06.1995;Москва
ABAWKV;ЗИНОВЬЕВА;Елена;Ренальдовна;01.05.1994;Москва
ABAW3K;ЗИНОВЬЕВА;Мария;Святославовна;08.12.1995;Москва
ABAWX1;ЗИНОВЬЕВА;Русана;Альбиновна;15.12.1994;Москва
ABAX1P;ЗИНОВЬЕВА;Ядвига;Артёмовна;01.04.1995;Москва
ABAUFC;ЗУЕВА;Аурелия;Андриановна;15.11.1995;Москва
ABAX8F;ЗУЕВА;Беата;Владимировна;15.10.1995;Москва
ABAX69;ЗУЕВА;Владислава;Гаврииловна;23.09.1995;Москва
ABAVKC;ЗУЕВА;Даниэла;Артуровна;18.01.1995;Москва
ABAWE0;ЗУЕВА;Джулия;Ромуальдовна;18.03.1994;Москва
ABAV07;ЗУЕВА;Иветта;Робинзоновна;16.05.1994;Москва
ABAW3T;ЗУЕВА;Любомира;Антуановна;28.12.1995;Москва
ABAUHR;ЗЫКОВА;Биргит;Германовна;17.12.1995;Москва
ABAUQ3;ЗЫКОВА;Вероника;Разумниковна;25.11.1993;Москва
ABAVGS;ЗЫКОВА;Вета;Аксёновна;20.01.1995;Москва
ABAW2R;ЗЫКОВА;Вида;Макаровна;09.11.1995;Москва
ABAU3H;ЗЫКОВА;Дебора;Адонисовна;12.04.1995;Москва
ABAX1Y;ЗЫКОВА;Муза;Варламовна;22.03.1995;Москва
ABAUJR;ЗЫКОВА;Павлина;Ральфовна;31.12.1995;Москва
ABAVLS;ЗЫКОВА;Розалия;Аристионовна;14.03.1995;Москва
ABAWTJ;ЗЫКОВА;Рузана;Варламовна;16.09.1994;Москва
ABAX5D;ИВАНОВА;Белла;Гермогеновна;25.08.1995;Москва
ABAW3D;ИВАНОВА;Варвара;Рэмовна;01.11.1995;Москва
ABAWZK;ИВАНОВА;Гертруда;Родионовна;18.02.1995;Москва
ABAVMZ;ИВАНОВА;Дайна;Гораздовна;31.05.1995;Москва
ABAWD7;ИВАНОВА;Ирма;Данииловна;20.12.1993;Москва
ABAU57;ИВАНОВА;Клавдия;Кондратовна;16.06.1995;Москва
ABAU4Z;ИВАНОВА;Марьяна;Артёмовна;18.05.1995;Москва
ABAWW9;ИВАНОВА;Рената;Всеволодовна;16.10.1994;Москва
ABAU02;ИВАНОВА;Римма;Робертовна;27.02.1995;Москва
ABAW7Q;ИВАНОВА;Римма;Робинзоновна;23.09.1993;Москва
ABAUJK;ИВАНОВА;Таира;Александровна;30.08.1993;Москва
ABAX3X;ИГНАТОВА;Алевтина;Гермогеновна;22.04.1995;Москва
ABAVSX;ИГНАТОВА;Альберта;Робинзоновна;27.03.1995;Москва
ABAU0N;ИГНАТОВА;Гаянэ;Гораздовна;23.03.1995;Москва
ABAVG8;ИГНАТОВА;Гелена;Мэлоровна;14.12.1994;Москва
ABAX6F;ИГНАТОВА;Ева;Арсеновна;18.08.1995;Москва
ABAWNR;ИГНАТОВА;Зинаида;Демьяновна;23.05.1994;Москва
ABAWV1;ИГНАТОВА;Ия;Аргентовна;10.10.1994;Москва
ABAU6Z;ИГНАТОВА;Мадина;Касьяновна;03.06.1995;Москва
ABATYG;ИГНАТОВА;Раиса;Пётровна;04.03.1995;Москва
ABAVJS;ИГНАТОВА;Роза;Рустэмовна;22.01.1995;Москва
ABAUJY;ИГНАТОВА;Розалия;Амосовна;23.12.1995;Москва
ABAWZX;ИГНАТОВА;Сара;Агафоновна;06.03.1995;Москва
ABAX0N;ИГНАТОВА;Сима;Герасимовна;07.03.1995;Москва
ABAUU1;ИГНАТОВА;Таира;Степановна;05.01.1994;Москва
ABAU58;ИГНАТОВА;Томила;Антониновна;27.05.1995;Москва
ABAX4R;ИГНАТЬЕВА;Анна;Анисимовна;03.07.1995;Москва
ABAWRF;ИГНАТЬЕВА;Гаянэ;Филатовна;09.08.1994;Москва
ABAWWA;ИГНАТЬЕВА;Гелла;Галактионовна;20.10.1994;Москва
ABAUYE;ИГНАТЬЕВА;Гера;Христофоровна;23.02.1994;Москва
ABAUY2;ИГНАТЬЕВА;Ирина;Рустемовна;15.03.1994;Москва
ABAUFL;ИГНАТЬЕВА;Мирослава;Пётровна;05.12.1995;Москва
ABAVQ3;ИГНАТЬЕВА;Пелагея;Алевтиновна;03.04.1995;Москва
ABAUKX;ИГНАТЬЕВА;Тамара;Ричардовна;10.09.1993;Москва
ABAW5X;ИГНАТЬЕВА;Элина;Ромуальдовна;17.11.1993;Москва
ABAWNB;ИЛЬИНА;Ада;Мстиславовна;03.05.1994;Москва
ABAU91;ИЛЬИНА;Анна;Юлиановна;09.07.1995;Москва
ABAW0M;ИЛЬИНА;Домина;Ахметовна;22.08.1993;Москва
ABAVBF;ИЛЬИНА;Ева;Германовна;26.09.1994;Москва
ABAWJH;ИЛЬИНА;Нонна;Кондратовна;21.06.1994;Москва
ABAUWF;ИЛЬИНА;Христина;Фёдоровна;06.04.1994;Москва
ABAX84;ИСАЕВА;Василиса;Геральдовна;20.08.1995;Москва
ABAUNT;ИСАЕВА;Джозефина;Аскольдовна;21.10.1993;Москва
ABAUFQ;ИСАЕВА;Доля;Леонидовна;05.11.1995;Москва
ABAUG6;ИСАЕВА;Ева;Валерьяновна;28.11.1995;Москва
ABAU78;ИСАЕВА;Ия;Артёмовна;14.07.1995;Москва
ABAV2K;ИСАЕВА;Карина;Геронтовна;09.06.1994;Москва
ABAUQT;ИСАЕВА;Лада;Роландовна;14.11.1993;Москва
ABAWYW;ИСАЕВА;Лайма;Гелиановна;15.11.1994;Москва
ABAWZW;ИСАЕВА;Лариса;Робинзоновна;10.03.1995;Москва
ABAU4B;ИСАЕВА;Наида;Христофоровна;16.05.1995;Москва
ABAWSP;ИСАЕВА;Юзефа;Антиповна;15.09.1994;Москва
ABAVSJ;ИСАКОВА;Анисья;Юлиановна;31.03.1995;Москва
ABAWVQ;ИСАКОВА;Веселина;Авенировна;16.11.1994;Москва
ABAWZQ;ИСАКОВА;Дана;Роландовна;01.01.1995;Москва
ABAWM6;ИСАКОВА;Жанна;Павеловна;29.06.1994;Москва
ABAVVL;ИСАКОВА;Иоанна;Артуровна;08.08.1995;Москва
ABAUKF;ИСАКОВА;Ия;Антуановна;15.12.1995;Москва
ABAVBW;ИСАКОВА;Клара;Горимировна;17.11.1994;Москва
ABAWL1;ИСАКОВА;Сима;Густавовна;18.06.1994;Москва
ABAWRL;ИСАКОВА;Фрида;Кондратовна;02.09.1994;Москва
ABAWLN;КАБАНОВА;Фаина;Юлиановна;06.05.1994;Москва
ABAWUP;КАБАНОВА;Яна;Рихардовна;01.10.1994;Москва
ABAU6N;КАЗАКОВА;Аграфена;Ренатовна;23.06.1995;Москва
ABAX8N;КАЗАКОВА;Гера;Владимировна;17.10.1995;Москва
ABAU1V;КАЗАКОВА;Грета;Адамовна;26.04.1995;Москва
ABAWH1;КАЗАКОВА;Джульетта;Ренальдовна;27.01.1994;Москва
